state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,poverty,unemployment
MO,Reynolds County,Midwest,9,23.962,42.129,24.784,9.125,22.0,6.5
MO,Ripley County,Midwest,9,21.772,40.083,26.839,11.306,28.0,7.0
MO,St. Charles County,Midwest,1,5.704,25.553,32.597,36.146,5.0,3.5
MO,St. Clair County,Midwest,8,18.862,43.641,26.048,11.449,21.0,6.3
MO,Ste. Genevieve County,Midwest,6,12.536,42.882,30.636,13.945,12.0,4.6
MO,St. Francois County,Midwest,4,17.826,36.059,32.352,13.763,16.0,5.5
MO,St. Louis County,Midwest,1,7.05,21.541,29.027,42.382,9.0,4.2
MO,Saline County,Midwest,6,15.41,39.023,26.72,18.847,16.0,4.7
MO,Schuyler County,Midwest,9,13.34,41.71,32.403,12.547,20.0,6.3
MO,Scotland County,Midwest,9,17.206,42.038,26.754,14.002,16.0,4.1
MO,Scott County,Midwest,4,16.959,42.185,26.959,13.898,18.0,5.7
MO,Shannon County,Midwest,9,18.297,41.311,25.356,15.036,26.0,7.4
MO,Shelby County,Midwest,9,9.361,47.041,29.616,13.983,17.0,4.1
MO,Stoddard County,Midwest,6,19.558,39.453,27.417,13.572,19.0,6.4
MO,Stone County,Midwest,6,13.291,38.857,30.993,16.858,13.0,7.0
MO,Sullivan County,Midwest,9,16.179,48.47,23.762,11.589,17.0,5.8
MO,Taney County,Midwest,4,11.756,34.599,35.198,18.447,17.0,7.4
MO,Texas County,Midwest,9,17.905,43.401,25.203,13.491,30.0,6.2
MO,Vernon County,Midwest,7,12.621,41.039,30.106,16.234,18.0,4.8
MO,Warren County,Midwest,1,14.246,35.892,31.653,18.209,12.0,4.2
MO,Washington County,Midwest,6,23.032,41.206,27.809,7.954,22.0,6.3
MO,Wayne County,Midwest,9,24.725,37.025,26.397,11.853,26.0,5.4
MO,Webster County,Midwest,2,13.967,38.509,31.33,16.195,17.0,4.9
MO,Worth County,Midwest,9,10.867,44.067,27.733,17.333,14.0,3.0
MO,Wright County,Midwest,6,20.659,43.057,25.089,11.195,24.0,5.9
MO,St. Louis city,Midwest,1,15.466,22.871,28.655,33.007,24.0,5.4
MT,Beaverhead County,West,7,6.339,32.107,30.69,30.865,14.0,3.3
MT,Big Horn County,West,6,13.706,33.966,36.593,15.736,26.0,7.2
MT,Blaine County,West,9,10.6,29.161,40.657,19.582,24.0,4.6
MT,Broadwater County,West,9,6.393,37.635,28.671,27.301,11.0,4.9
MT,Carbon County,West,3,6.143,29.62,35.076,29.162,10.0,3.9
MT,Carter County,West,9,7.992,35.962,38.906,17.14,14.0,2.9
MT,Cascade County,West,3,8.345,31.374,34.341,25.94,14.0,4.0
MT,Chouteau County,West,8,6.965,32.845,35.441,24.749,16.0,3.8
MT,Custer County,West,7,8.597,30.492,41.06,19.851,11.0,3.5
MT,Daniels County,West,9,5.171,33.08,38.023,23.726,10.0,2.6
MT,Dawson County,West,7,7.488,35.829,37.778,18.904,11.0,3.9
MT,Deer Lodge County,West,7,10.536,38.317,35.248,15.899,19.0,3.8
MT,Fallon County,West,9,3.842,39.838,41.557,14.762,9.0,3.6
MT,Fergus County,West,7,6.883,33.127,31.388,28.602,15.0,3.9
MT,Flathead County,West,5,5.474,29.269,36.332,28.925,12.0,5.6
MT,Gallatin County,West,5,3.216,19.5,29.265,48.019,11.0,2.8
MT,Garfield County,West,9,6.332,45.119,33.905,14.644,14.0,2.8
MT,Glacier County,West,7,10.186,38.831,32.724,18.258,28.0,8.6
MT,Golden Valley County,West,3,6.632,44.328,25.48,23.56,18.0,4.4
MT,Granite County,West,8,10.52,35.858,28.612,25.01,13.0,5.9
MT,Hill County,West,7,9.502,28.623,38.387,23.488,20.0,4.3
MT,Jefferson County,West,9,5.073,27.628,34.23,33.069,9.0,4.6
MT,Judith Basin County,West,8,5.148,35.006,28.507,31.338,13.0,3.4
MT,Lake County,West,6,9.356,29.741,35.958,24.945,19.0,4.7
MT,Lewis and Clark County,West,5,5.109,24.498,32.904,37.488,10.0,3.3
MT,Liberty County,West,9,20.841,24.558,36.197,18.403,20.0,3.1
MT,Lincoln County,West,7,11.891,34.688,34.462,18.959,19.0,9.0
MT,McCone County,West,9,6.924,44.042,32.609,16.425,16.0,2.0
MT,Madison County,West,9,5.489,34.084,33.873,26.554,11.0,3.8
MT,Meagher County,West,9,7.516,41.893,29.367,21.225,18.0,4.0
MT,Mineral County,West,8,12.632,42.642,32.062,12.664,18.0,7.6
MT,Missoula County,West,3,4.951,22.086,31.147,41.816,15.0,3.7
MT,Musselshell County,West,8,9.786,42.807,32.816,14.591,17.0,5.1
MT,Park County,West,7,4.613,32.9,27.281,35.206,12.0,4.3
MT,Petroleum County,West,9,2.241,52.381,24.09,21.289,15.0,4.8
MT,Phillips County,West,9,8.746,40.417,33.447,17.39,16.0,5.3
MT,Pondera County,West,7,10.801,35.742,30.782,22.675,18.0,4.2
MT,Powder River County,West,9,5.055,30.806,38.784,25.355,11.0,2.3
MT,Powell County,West,6,11.434,36.57,33.964,18.032,18.0,5.0
MT,Prairie County,West,9,6.917,41.7,32.213,19.17,12.0,3.4
MT,Ravalli County,West,6,8.912,32.011,33.324,25.752,14.0,4.8
MT,Richland County,West,7,7.841,38.477,35.269,18.413,8.0,5.0
MT,Roosevelt County,West,7,15.14,38.801,31.903,14.156,24.0,5.3
MT,Rosebud County,West,9,11.685,32.309,36.193,19.814,17.0,5.5
MT,Sanders County,West,8,11.91,43.522,28.193,16.376,18.0,7.8
MT,Sheridan County,West,9,8.743,30.961,40.235,20.061,11.0,3.3
MT,Silver Bow County,West,5,9.229,33.619,31.217,25.934,16.0,4.3
MT,Stillwater County,West,8,4.967,35.795,33.793,25.445,8.0,4.0
MT,Sweet Grass County,West,9,5.984,36.824,32.489,24.703,10.0,3.1
MT,Teton County,West,8,7.112,34.01,36.611,22.267,14.0,3.7
MT,Toole County,West,7,15.899,34.978,34.43,14.693,17.0,3.5
MT,Treasure County,West,8,7.833,35.0,37.333,19.833,10.0,4.5
MT,Valley County,West,7,6.548,35.553,36.398,21.501,13.0,3.4
MT,Wheatland County,West,9,24.053,33.1,23.773,19.074,19.0,5.1
MT,Wibaux County,West,9,12.11,37.53,30.216,20.144,11.0,3.8
MT,Yellowstone County,West,3,6.942,31.117,32.712,29.229,9.0,3.6
NE,Adams County,Midwest,4,9.088,31.76,36.589,22.563,13.0,3.3
NE,Antelope County,Midwest,9,9.038,33.437,38.958,18.566,11.0,2.7
NE,Arthur County,Midwest,9,5.0,27.5,40.714,26.786,12.0,6.2
NE,Banner County,Midwest,9,4.042,31.81,47.1,17.047,13.0,3.8
NE,Blaine County,Midwest,9,1.279,35.806,37.852,25.064,16.0,4.5
NE,Boone County,Midwest,9,6.451,38.435,37.463,17.652,10.0,2.8
NE,Box Butte County,Midwest,7,8.462,32.824,42.999,15.715,12.0,3.8
NE,Boyd County,Midwest,9,5.191,40.505,34.699,19.604,15.0,3.2
NE,Brown County,Midwest,9,7.517,39.773,34.003,18.706,14.0,3.9
NE,Buffalo County,Midwest,4,6.374,25.117,35.035,33.474,11.0,2.6
NE,Burt County,Midwest,8,10.059,37.946,34.168,17.827,11.0,3.8
NE,Butler County,Midwest,6,8.918,38.76,34.876,17.447,9.0,3.3
NE,Cass County,Midwest,2,5.289,32.9,36.876,24.935,8.0,3.5
NE,Cedar County,Midwest,9,7.225,37.742,37.436,17.596,9.0,2.7
NE,Chase County,Midwest,9,11.087,29.435,40.987,18.491,9.0,2.2
NE,Cherry County,Midwest,7,8.751,32.913,39.263,19.073,12.0,2.4
NE,Cheyenne County,Midwest,7,6.296,26.438,42.827,24.44,9.0,3.0
NE,Clay County,Midwest,8,10.362,35.033,35.957,18.648,11.0,3.3
NE,Colfax County,Midwest,7,28.54,31.45,26.095,13.914,10.0,3.0
NE,Cuming County,Midwest,7,12.289,38.162,29.598,19.951,9.0,3.0
NE,Custer County,Midwest,7,7.674,32.584,38.303,21.439,12.0,2.5
NE,Dakota County,Midwest,3,25.74,35.85,25.425,12.985,12.0,4.3
NE,Dawes County,Midwest,7,5.614,26.92,32.791,34.674,17.0,3.1
NE,Dawson County,Midwest,7,24.058,31.535,29.189,15.217,13.0,3.1
NE,Deuel County,Midwest,9,9.091,32.528,40.554,17.827,12.0,2.8
NE,Dixon County,Midwest,3,11.536,36.856,32.644,18.964,9.0,3.5
NE,Dodge County,Midwest,4,12.381,35.759,32.948,18.913,12.0,3.2
NE,Douglas County,Midwest,2,10.573,21.719,30.102,37.606,12.0,3.5
NE,Dundy County,Midwest,9,9.804,32.428,38.235,19.532,12.0,2.3
NE,Fillmore County,Midwest,8,8.274,38.247,33.976,19.502,10.0,2.9
NE,Franklin County,Midwest,9,8.787,37.39,35.062,18.761,13.0,3.1
NE,Frontier County,Midwest,9,4.585,33.639,43.037,18.739,13.0,3.0
NE,Furnas County,Midwest,9,11.754,32.749,38.743,16.754,14.0,2.9
NE,Gage County,Midwest,6,10.66,35.268,33.951,20.121,11.0,3.5
NE,Garden County,Midwest,9,5.63,30.429,42.024,21.917,16.0,3.4
NE,Garfield County,Midwest,9,5.741,36.924,38.838,18.498,13.0,2.8
NE,Gosper County,Midwest,9,6.897,34.626,37.572,20.905,10.0,2.7
NE,Grant County,Midwest,9,2.609,40.435,35.0,21.957,10.0,2.4
NE,Greeley County,Midwest,8,6.804,38.886,37.713,16.598,14.0,3.3
NE,Hall County,Midwest,3,16.806,30.899,33.318,18.977,13.0,3.8
NE,Hamilton County,Midwest,3,6.467,31.914,36.349,25.27,8.0,2.9
NE,Harlan County,Midwest,9,8.576,36.099,38.851,16.474,12.0,2.6
NE,Hayes County,Midwest,9,9.235,27.177,43.008,20.58,17.0,2.5
NE,Hitchcock County,Midwest,9,8.229,37.344,39.702,14.726,13.0,3.8
NE,Holt County,Midwest,7,7.782,35.456,35.594,21.168,11.0,2.6
NE,Hooker County,Midwest,9,5.915,34.011,36.414,23.66,8.0,3.8
NE,Howard County,Midwest,3,7.584,40.094,32.017,20.305,11.0,3.5
NE,Jefferson County,Midwest,7,10.69,39.083,35.368,14.86,11.0,2.5
NE,Johnson County,Midwest,8,11.587,41.022,31.362,16.029,13.0,3.3
NE,Kearney County,Midwest,7,6.625,34.522,34.988,23.864,9.0,2.5
NE,Keith County,Midwest,7,8.222,34.358,35.776,21.644,13.0,3.1
NE,Keya Paha County,Midwest,9,6.74,38.069,36.43,18.761,16.0,2.1
NE,Kimball County,Midwest,8,11.564,34.843,37.987,15.606,13.0,4.3
NE,Knox County,Midwest,9,8.409,36.018,35.393,20.179,13.0,3.2
NE,Lancaster County,Midwest,2,6.636,22.275,33.786,37.302,12.0,2.9
NE,Lincoln County,Midwest,5,8.086,30.021,40.212,21.681,9.0,3.2
NE,Logan County,Midwest,9,9.472,28.78,40.984,20.765,10.0,2.9
NE,Loup County,Midwest,9,2.736,37.562,37.811,21.891,16.0,3.6
NE,McPherson County,Midwest,9,6.522,27.329,41.615,24.534,12.0,2.4
NE,Madison County,Midwest,5,11.679,29.928,38.739,19.655,14.0,2.9
NE,Merrick County,Midwest,3,7.52,34.731,41.791,15.959,10.0,3.8
NE,Morrill County,Midwest,9,13.267,31.776,35.969,18.988,17.0,3.4
NE,Nance County,Midwest,8,9.259,37.426,35.975,17.34,13.0,2.8
NE,Nemaha County,Midwest,7,5.623,32.762,32.805,28.81,13.0,3.8
NE,Nuckolls County,Midwest,9,6.665,43.617,33.104,16.615,13.0,3.1
NE,Otoe County,Midwest,6,8.851,37.811,32.611,20.727,10.0,3.5
NE,Pawnee County,Midwest,9,9.292,43.789,30.749,16.17,15.0,2.4
NE,Perkins County,Midwest,9,10.858,31.023,34.998,23.122,11.0,2.3
NE,Phelps County,Midwest,7,6.872,32.693,37.153,23.282,9.0,2.6
NE,Pierce County,Midwest,9,5.228,35.035,38.356,21.382,10.0,2.8
NE,Platte County,Midwest,5,10.976,31.228,36.402,21.394,9.0,3.7
NE,Polk County,Midwest,9,5.882,32.093,40.52,21.505,8.0,2.8
NE,Red Willow County,Midwest,7,6.494,35.347,39.951,18.208,11.0,3.0
NE,Richardson County,Midwest,7,8.987,38.257,33.654,19.103,12.0,3.4
NE,Rock County,Midwest,9,7.545,43.553,31.423,17.479,14.0,2.7
NE,Saline County,Midwest,6,16.393,34.017,35.019,14.571,12.0,3.2
NE,Sarpy County,Midwest,2,4.633,21.864,35.119,38.384,6.0,3.0
NE,Saunders County,Midwest,2,6.924,31.548,35.415,26.113,7.0,3.2
NE,Scotts Bluff County,Midwest,5,12.998,29.465,36.156,21.381,16.0,3.6
NE,Seward County,Midwest,2,7.215,29.438,36.165,27.183,8.0,3.0
NE,Sheridan County,Midwest,9,10.193,30.794,33.959,25.054,16.0,3.0
NE,Sherman County,Midwest,8,7.483,42.539,34.12,15.857,12.0,3.3
NE,Sioux County,Midwest,9,6.013,32.851,32.071,29.065,16.0,2.8
NE,Stanton County,Midwest,9,8.079,33.632,39.1,19.19,8.0,2.7
NE,Thayer County,Midwest,9,8.151,36.237,36.024,19.588,11.0,2.6
NE,Thomas County,Midwest,9,6.638,29.122,40.471,23.769,14.0,3.4
NE,Thurston County,Midwest,8,13.398,33.272,37.457,15.873,25.0,5.0
NE,Valley County,Midwest,9,7.339,41.19,30.843,20.628,12.0,3.0
NE,Washington County,Midwest,2,4.287,30.348,34.782,30.582,7.0,3.3
NE,Wayne County,Midwest,6,5.063,22.402,36.201,36.334,12.0,2.8
NE,Webster County,Midwest,9,8.121,36.311,34.803,20.766,13.0,3.3
NE,Wheeler County,Midwest,9,5.032,40.747,37.662,16.558,11.0,2.3
NE,York County,Midwest,6,5.744,29.905,36.001,28.349,11.0,2.8
NV,Churchill County,West,6,10.608,33.293,39.514,16.585,14.0,5.4
NV,Clark County,West,1,15.108,28.877,33.191,22.824,15.0,5.8
NV,Douglas County,West,4,6.992,23.815,42.871,26.322,10.0,5.6
NV,Elko County,West,5,16.622,27.656,37.603,18.119,10.0,4.5
NV,Esmeralda County,West,9,10.828,42.548,29.809,16.815,15.0,4.5
NV,Eureka County,West,9,8.415,41.547,33.434,16.603,10.0,4.6
NV,Humboldt County,West,7,17.632,34.309,34.105,13.953,12.0,5.4
NV,Lander County,West,7,17.089,36.257,32.551,14.103,12.0,6.2
NV,Lincoln County,West,8,11.372,33.069,32.815,22.744,14.0,5.1
NV,Lyon County,West,4,15.033,32.194,38.284,14.489,12.0,7.4
NV,Mineral County,West,7,13.45,33.314,41.449,11.787,18.0,6.6
NV,Nye County,West,4,15.273,36.517,36.087,12.124,16.0,7.3
NV,Pershing County,West,9,21.763,35.069,32.156,11.011,18.0,5.9
NV,Storey County,West,2,6.03,28.349,42.493,23.127,8.0,6.3
NV,Washoe County,West,2,13.007,23.83,34.182,28.982,13.0,5.0
NV,White Pine County,West,7,16.179,36.319,33.463,14.04,15.0,4.6
NV,Carson City,West,3,12.74,28.48,37.805,20.976,13.0,6.1
NH,Belknap County,Northeast,4,8.347,30.077,31.111,30.465,10.0,2.8
NH,Carroll County,Northeast,6,6.684,30.21,29.542,33.563,11.0,3.0
NH,Cheshire County,Northeast,4,7.324,33.296,27.941,31.439,9.0,2.7
NH,Coos County,Northeast,7,12.132,39.182,30.929,17.757,14.0,3.9
NH,Grafton County,Northeast,5,7.837,28.26,25.044,38.86,10.0,2.4
NH,Hillsborough County,Northeast,2,8.445,27.128,28.176,36.25,8.0,3.0
NH,Merrimack County,Northeast,4,6.937,27.924,30.193,34.945,7.0,2.5
NH,Rockingham County,Northeast,1,5.217,26.205,28.974,39.603,4.0,3.0
NH,Strafford County,Northeast,1,7.746,27.745,29.695,34.814,8.0,2.5
NH,Sullivan County,Northeast,7,9.561,35.903,27.745,26.791,10.0,2.4
NJ,Atlantic County,Northeast,2,14.308,33.144,26.66,25.888,14.0,7.4
NJ,Bergen County,Northeast,1,7.99,23.974,20.469,47.568,7.0,4.2
NJ,Burlington County,Northeast,1,7.111,29.144,27.381,36.363,6.0,4.4
NJ,Camden County,Northeast,1,11.746,31.119,26.491,30.644,12.0,5.5
NJ,Cape May County,Northeast,3,9.928,33.843,25.727,30.503,12.0,9.8
NJ,Cumberland County,Northeast,3,22.665,39.35,23.714,14.271,18.0,7.5
NJ,Essex County,Northeast,1,15.309,28.505,22.857,33.329,16.0,6.0
NJ,Gloucester County,Northeast,1,8.011,34.346,27.706,29.938,8.0,5.1
NJ,Hudson County,Northeast,1,16.604,26.171,18.672,38.552,16.0,4.7
NJ,Hunterdon County,Northeast,1,5.315,22.427,22.644,49.613,5.0,3.8
NJ,Mercer County,Northeast,2,12.324,25.218,22.02,40.438,11.0,4.3
NJ,Middlesex County,Northeast,1,11.034,26.091,21.407,41.468,9.0,4.4
NJ,Monmouth County,Northeast,1,7.318,25.096,24.301,43.286,7.0,4.4
NJ,Morris County,Northeast,1,6.035,21.689,20.398,51.878,5.0,3.9
NJ,Ocean County,Northeast,1,9.093,35.25,28.176,27.482,11.0,5.2
NJ,Passaic County,Northeast,1,17.515,34.18,21.594,26.711,17.0,6.1
NJ,Salem County,Northeast,1,13.443,38.486,27.804,20.268,13.0,6.3
NJ,Somerset County,Northeast,1,5.933,21.152,19.95,52.965,5.0,4.1
NJ,Sussex County,Northeast,1,6.079,31.211,28.962,33.748,6.0,4.7
NJ,Union County,Northeast,1,14.22,29.485,22.901,33.394,11.0,5.2
NJ,Warren County,Northeast,2,9.63,32.865,27.065,30.44,8.0,4.6
NM,Bernalillo County,West,2,11.946,23.554,31.717,32.783,16.0,5.8
NM,Catron County,West,9,7.74,37.5,30.0,24.76,23.0,8.2
NM,Chaves County,West,5,21.874,26.721,32.116,19.288,22.0,6.8
NM,Cibola County,West,6,19.874,33.558,34.122,12.446,27.0,8.3
NM,Colfax County,West,7,11.301,34.149,32.418,22.132,21.0,6.1
NM,Curry County,West,5,16.835,26.539,36.893,19.732,19.0,5.1
NM,De Baca County,West,9,14.113,38.575,37.769,9.543,21.0,4.9
NM,Dona Ana County,West,3,21.046,22.281,29.142,27.53,26.0,7.2
NM,Eddy County,West,5,15.515,35.862,31.653,16.97,15.0,6.6
NM,Grant County,West,7,14.022,26.22,32.363,27.395,23.0,6.6
NM,Guadalupe County,West,7,24.086,39.677,22.381,13.855,25.0,6.5
NM,Harding County,West,9,11.013,38.767,24.449,25.771,14.0,7.2
NM,Hidalgo County,West,9,23.069,29.717,31.769,15.445,27.0,5.7
NM,Lea County,West,5,28.199,30.297,28.432,13.071,18.0,9.5
NM,Lincoln County,West,7,10.458,26.82,34.146,28.576,18.0,6.0
NM,Los Alamos County,West,6,2.814,11.226,21.368,64.591,4.0,4.2
NM,Luna County,West,6,30.668,32.783,24.017,12.533,28.0,14.7
NM,McKinley County,West,5,26.192,33.49,29.317,11.0,34.0,9.5
NM,Mora County,West,9,12.284,39.973,34.562,13.181,25.0,8.8
NM,Otero County,West,4,16.305,28.555,37.513,17.627,21.0,6.0
NM,Quay County,West,7,16.54,37.792,30.49,15.178,25.0,6.9
NM,Rio Arriba County,West,4,15.777,33.015,33.097,18.11,23.0,7.5
NM,Roosevelt County,West,7,20.174,26.561,30.599,22.666,22.0,5.7
NM,Sandoval County,West,2,9.231,25.158,35.861,29.75,15.0,6.7
NM,San Juan County,West,3,16.5,31.369,36.661,15.47,17.0,8.9
NM,San Miguel County,West,6,18.243,29.356,33.085,19.315,26.0,7.7
NM,Santa Fe County,West,3,11.733,21.985,25.324,40.958,14.0,5.4
NM,Sierra County,West,6,17.177,32.175,32.979,17.669,27.0,8.5
NM,Socorro County,West,6,20.286,32.916,27.223,19.576,25.0,7.5
NM,Taos County,West,7,12.276,26.127,33.551,28.045,22.0,8.5
NM,Torrance County,West,2,17.723,31.947,32.635,17.695,27.0,9.1
NM,Union County,West,9,21.599,36.542,25.938,15.922,20.0,4.1
NM,Valencia County,West,2,18.305,32.729,31.843,17.123,19.0,7.2
NY,Albany County,Northeast,2,7.295,25.691,27.286,39.728,12.0,4.0
NY,Allegany County,Northeast,7,10.953,37.794,30.773,20.48,18.0,6.2
NY,Bronx County,Northeast,1,28.837,27.418,24.613,19.132,29.0,7.1
NY,Broome County,Northeast,2,9.796,31.853,30.593,27.758,17.0,5.4
NY,Cattaraugus County,Northeast,4,11.831,40.264,29.777,18.128,15.0,5.9
NY,Cayuga County,Northeast,4,12.376,33.183,32.818,21.622,13.0,5.0
NY,Chautauqua County,Northeast,4,11.798,35.807,31.554,20.841,19.0,5.8
NY,Chemung County,Northeast,3,9.787,34.885,30.885,24.444,15.0,5.7
NY,Chenango County,Northeast,6,13.087,38.701,30.776,17.435,15.0,5.0
NY,Clinton County,Northeast,5,13.623,35.536,28.6,22.241,14.0,5.3
NY,Columbia County,Northeast,6,11.087,31.095,28.298,29.52,13.0,3.7
NY,Cortland County,Northeast,4,9.569,33.72,31.928,24.782,16.0,5.7
NY,Delaware County,Northeast,6,12.203,38.149,28.345,21.303,18.0,5.5
NY,Dutchess County,Northeast,1,9.866,26.588,29.576,33.971,9.0,4.2
NY,Erie County,Northeast,1,9.158,28.241,30.402,32.199,14.0,4.9
NY,Essex County,Northeast,6,10.446,34.822,30.132,24.6,13.0,5.3
NY,Franklin County,Northeast,7,14.641,36.093,30.864,18.401,18.0,5.6
NY,Fulton County,Northeast,4,13.3,36.647,33.05,17.003,15.0,5.7
NY,Genesee County,Northeast,4,9.069,35.88,33.82,21.231,11.0,4.6
NY,Greene County,Northeast,6,14.149,36.603,28.974,20.275,16.0,5.0
NY,Hamilton County,Northeast,8,13.734,30.713,33.93,21.622,10.0,6.5
NY,Herkimer County,Northeast,2,9.842,35.442,33.186,21.529,16.0,5.5
NY,Jefferson County,Northeast,3,9.812,34.038,35.396,20.754,15.0,6.2
NY,Kings County,Northeast,1,20.018,25.8,20.101,34.081,21.0,5.3
NY,Lewis County,Northeast,6,10.919,44.792,28.778,15.511,16.0,6.7
NY,Livingston County,Northeast,1,11.042,33.814,30.668,24.476,14.0,4.9
NY,Madison County,Northeast,2,9.612,33.773,29.904,26.711,11.0,5.2
NY,Monroe County,Northeast,1,9.616,24.478,29.241,36.665,15.0,4.7
NY,Montgomery County,Northeast,4,15.513,36.901,31.621,15.965,20.0,5.7
NY,Nassau County,Northeast,1,9.122,23.738,23.597,43.544,6.0,3.9
NY,New York County,Northeast,1,12.996,12.55,14.019,60.435,17.0,4.5
NY,Niagara County,Northeast,1,9.124,34.869,32.513,23.494,13.0,5.8
NY,Oneida County,Northeast,2,11.878,33.495,30.839,23.787,16.0,4.8
NY,Onondaga County,Northeast,2,9.467,25.883,30.33,34.32,15.0,4.5
NY,Ontario County,Northeast,1,7.366,28.385,32.171,32.079,10.0,4.3
NY,Orange County,Northeast,1,10.585,29.848,30.869,28.697,13.0,4.3
NY,Orleans County,Northeast,1,13.676,39.495,30.961,15.868,15.0,5.7
NY,Oswego County,Northeast,2,13.46,38.925,29.582,18.033,17.0,6.4
NY,Otsego County,Northeast,7,9.526,33.174,28.797,28.503,15.0,4.9
NY,Putnam County,Northeast,1,7.314,26.955,26.798,38.933,6.0,4.0
NY,Queens County,Northeast,1,19.345,27.271,22.789,30.596,13.0,4.5
NY,Rensselaer County,Northeast,2,8.667,28.638,33.384,29.311,12.0,4.3
NY,Richmond County,Northeast,1,11.119,31.448,26.074,31.36,13.0,5.2
NY,Rockland County,Northeast,1,12.744,22.429,24.405,40.423,14.0,4.2
NY,St. Lawrence County,Northeast,4,11.868,36.027,29.333,22.772,18.0,6.6
NY,Saratoga County,Northeast,2,5.966,25.366,29.018,39.65,6.0,3.8
NY,Schenectady County,Northeast,2,9.77,29.653,29.995,30.582,11.0,4.3
NY,Schoharie County,Northeast,2,11.482,38.005,30.028,20.485,13.0,5.4
NY,Schuyler County,Northeast,6,9.987,39.911,29.261,20.841,15.0,6.0
NY,Seneca County,Northeast,6,14.52,35.576,29.915,19.989,14.0,4.7
NY,Steuben County,Northeast,4,10.394,37.264,29.994,22.348,13.0,5.8
NY,Suffolk County,Northeast,1,9.993,28.863,26.759,34.385,8.0,4.3
NY,Sullivan County,Northeast,4,13.827,33.35,30.468,22.356,17.0,4.8
NY,Tioga County,Northeast,2,9.754,35.251,29.959,25.036,13.0,5.1
NY,Tompkins County,Northeast,3,5.496,19.916,22.986,51.602,19.0,4.1
NY,Ulster County,Northeast,3,9.916,30.54,28.573,30.971,14.0,4.4
NY,Warren County,Northeast,3,8.836,33.409,29.338,28.417,12.0,5.2
NY,Washington County,Northeast,3,11.475,39.577,28.703,20.246,11.0,4.6
NY,Wayne County,Northeast,1,10.02,36.097,32.667,21.216,10.0,4.9
NY,Westchester County,Northeast,1,12.397,19.716,20.583,47.304,10.0,4.2
NY,Wyoming County,Northeast,6,11.891,41.194,31.918,14.997,10.0,5.3
NY,Yates County,Northeast,1,14.823,34.088,27.93,23.159,14.0,4.4
NC,Alamance County,South,3,15.279,28.159,34.489,22.073,16.0,4.7
NC,Alexander County,South,2,19.382,39.647,27.649,13.322,15.0,4.3
NC,Alleghany County,South,9,18.96,32.286,30.142,18.611,21.0,5.6
NC,Anson County,South,6,19.615,41.089,29.769,9.527,25.0,5.8
NC,Ashe County,South,7,16.692,31.486,32.292,19.529,16.0,4.8
NC,Avery County,South,8,21.035,29.76,29.402,19.802,20.0,5.0
NC,Beaufort County,South,6,15.357,32.873,33.206,18.564,19.0,5.7
NC,Bertie County,South,7,25.204,38.077,25.177,11.542,24.0,6.7
NC,Bladen County,South,6,21.557,31.942,31.682,14.818,26.0,6.9
NC,Brunswick County,South,2,11.977,27.54,33.492,26.992,14.0,6.3
NC,Buncombe County,South,2,10.036,24.531,28.859,36.574,14.0,3.8
NC,Burke County,South,2,20.396,30.034,32.703,16.867,18.0,4.9
NC,Cabarrus County,South,1,11.077,26.257,34.05,28.616,11.0,4.5
NC,Caldwell County,South,2,22.445,31.836,31.926,13.793,17.0,5.2
NC,Camden County,South,8,16.788,23.375,39.479,20.359,9.0,5.2
NC,Carteret County,South,4,9.993,26.643,37.425,25.939,12.0,5.2
NC,Caswell County,South,8,24.882,33.458,28.468,13.192,20.0,5.4
NC,Catawba County,South,2,16.612,30.485,31.292,21.611,13.0,4.7
NC,Chatham County,South,2,13.119,21.744,26.33,38.807,12.0,4.2
NC,Cherokee County,South,9,15.807,33.799,31.158,19.236,18.0,5.6
NC,Chowan County,South,6,15.756,34.329,29.792,20.123,19.0,6.4
NC,Clay County,South,9,12.02,32.615,34.374,20.991,15.0,5.4
NC,Cleveland County,South,4,16.456,34.744,32.497,16.303,21.0,5.5
NC,Columbus County,South,6,19.301,32.726,35.994,11.979,25.0,6.4
NC,Craven County,South,3,12.705,26.868,37.964,22.463,15.0,5.3
NC,Cumberland County,South,2,9.7,25.737,40.449,24.113,19.0,6.3
NC,Currituck County,South,1,12.8,29.012,36.324,21.864,10.0,5.2
NC,Dare County,South,4,7.473,24.594,38.889,29.044,11.0,6.7
NC,Davidson County,South,2,17.643,33.488,30.676,18.193,15.0,4.8
NC,Davie County,South,2,14.536,31.022,30.872,23.57,12.0,4.5
NC,Duplin County,South,6,27.951,30.952,30.835,10.262,21.0,5.4
NC,Durham County,South,2,12.58,17.084,23.408,46.928,16.0,4.5
NC,Edgecombe County,South,3,22.609,36.384,30.618,10.389,24.0,8.6
NC,Forsyth County,South,2,12.115,25.304,28.977,33.604,18.0,4.9
NC,Franklin County,South,1,16.816,30.185,32.593,20.406,15.0,5.1
NC,Gaston County,South,1,16.798,29.99,33.378,19.833,16.0,5.3
NC,Gates County,South,1,14.663,37.307,33.56,14.469,15.0,5.2
NC,Graham County,South,9,20.986,35.46,29.564,13.991,20.0,8.8
NC,Granville County,South,4,18.399,31.294,30.886,19.421,15.0,4.3
NC,Greene County,South,8,24.911,31.611,34.248,9.23,24.0,5.2
