state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
NJ,Hudson County,Northeast,1,16.604,26.171,18.672,38.552,4.7,2.772588722239781
NJ,Hunterdon County,Northeast,1,5.315,22.427,22.644,49.613,3.8,1.6094379124341003
NJ,Mercer County,Northeast,2,12.324,25.218,22.02,40.438,4.4,2.3978952727983707
NJ,Middlesex County,Northeast,1,11.034,26.091,21.407,41.468,4.4,2.1972245773362196
NJ,Monmouth County,Northeast,1,7.318,25.096,24.301,43.286,4.4,1.9459101490553132
NJ,Morris County,Northeast,1,6.035,21.689,20.398,51.878,3.9,1.6094379124341003
NJ,Ocean County,Northeast,1,9.093,35.25,28.176,27.482,5.2,2.3978952727983707
NJ,Passaic County,Northeast,1,17.515,34.18,21.594,26.711,6.2,2.833213344056216
NJ,Salem County,Northeast,1,13.443,38.486,27.804,20.268,6.4,2.5649493574615367
NJ,Somerset County,Northeast,1,5.933,21.152,19.95,52.965,4.1,1.6094379124341003
NJ,Sussex County,Northeast,1,6.079,31.211,28.962,33.748,4.7,1.791759469228055
NJ,Union County,Northeast,1,14.22,29.485,22.901,33.394,5.2,2.3978952727983707
NJ,Warren County,Northeast,2,9.63,32.865,27.065,30.44,4.6,2.0794415416798357
NM,Bernalillo County,West,2,11.946,23.554,31.717,32.783,5.8,2.772588722239781
NM,Catron County,West,9,7.74,37.5,30.0,24.76,8.1,3.1354942159291497
NM,Chaves County,West,5,21.874,26.721,32.116,19.288,6.7,3.091042453358316
NM,Cibola County,West,6,19.874,33.558,34.122,12.446,8.2,3.295836866004329
NM,Colfax County,West,7,11.301,34.149,32.418,22.132,6.0,3.044522437723423
NM,Curry County,West,5,16.835,26.539,36.893,19.732,5.1,2.9444389791664403
NM,De Baca County,West,9,14.113,38.575,37.769,9.543,4.7,3.044522437723423
NM,Dona Ana County,West,3,21.046,22.281,29.142,27.53,7.2,3.258096538021482
NM,Eddy County,West,5,15.515,35.862,31.653,16.97,6.5,2.70805020110221
NM,Grant County,West,7,14.022,26.22,32.363,27.395,6.5,3.1354942159291497
NM,Guadalupe County,West,7,24.086,39.677,22.381,13.855,6.4,3.2188758248682006
NM,Harding County,West,9,11.013,38.767,24.449,25.771,6.9,2.6390573296152584
NM,Hidalgo County,West,9,23.069,29.717,31.769,15.445,5.5,3.295836866004329
NM,Lea County,West,5,28.199,30.297,28.432,13.071,9.2,2.8903717578961645
NM,Lincoln County,West,7,10.458,26.82,34.146,28.576,6.0,2.8903717578961645
NM,Los Alamos County,West,6,2.814,11.226,21.368,64.591,4.2,1.3862943611198906
NM,Luna County,West,6,30.668,32.783,24.017,12.533,14.5,3.332204510175204
NM,McKinley County,West,5,26.192,33.49,29.317,11.0,9.4,3.5263605246161616
NM,Mora County,West,9,12.284,39.973,34.562,13.181,8.7,3.2188758248682006
NM,Otero County,West,4,16.305,28.555,37.513,17.627,6.1,3.044522437723423
NM,Quay County,West,7,16.54,37.792,30.49,15.178,6.8,3.2188758248682006
NM,Rio Arriba County,West,4,15.777,33.015,33.097,18.11,7.5,3.1354942159291497
NM,Roosevelt County,West,7,20.174,26.561,30.599,22.666,5.7,3.091042453358316
NM,Sandoval County,West,2,9.231,25.158,35.861,29.75,6.6,2.70805020110221
NM,San Juan County,West,3,16.5,31.369,36.661,15.47,8.8,2.833213344056216
NM,San Miguel County,West,6,18.243,29.356,33.085,19.315,7.7,3.258096538021482
NM,Santa Fe County,West,3,11.733,21.985,25.324,40.958,5.3,2.6390573296152584
NM,Sierra County,West,6,17.177,32.175,32.979,17.669,8.5,3.295836866004329
NM,Socorro County,West,6,20.286,32.916,27.223,19.576,7.3,3.2188758248682006
NM,Taos County,West,7,12.276,26.127,33.551,28.045,8.4,3.091042453358316
NM,Torrance County,West,2,17.723,31.947,32.635,17.695,9.1,3.295836866004329
NM,Union County,West,9,21.599,36.542,25.938,15.922,4.0,2.995732273553991
NM,Valencia County,West,2,18.305,32.729,31.843,17.123,7.2,2.9444389791664403
NY,Albany County,Northeast,2,7.295,25.691,27.286,39.728,4.1,2.4849066497880004
NY,Allegany County,Northeast,7,10.953,37.794,30.773,20.48,6.3,2.8903717578961645
NY,Bronx County,Northeast,1,28.837,27.418,24.613,19.132,7.1,3.367295829986474
NY,Broome County,Northeast,2,9.796,31.853,30.593,27.758,5.4,2.833213344056216
NY,Cattaraugus County,Northeast,4,11.831,40.264,29.777,18.128,6.0,2.70805020110221
NY,Cayuga County,Northeast,4,12.376,33.183,32.818,21.622,5.1,2.5649493574615367
NY,Chautauqua County,Northeast,4,11.798,35.807,31.554,20.841,5.8,2.9444389791664403
NY,Chemung County,Northeast,3,9.787,34.885,30.885,24.444,5.7,2.70805020110221
NY,Chenango County,Northeast,6,13.087,38.701,30.776,17.435,5.1,2.70805020110221
NY,Clinton County,Northeast,5,13.623,35.536,28.6,22.241,5.4,2.6390573296152584
NY,Columbia County,Northeast,6,11.087,31.095,28.298,29.52,3.7,2.5649493574615367
NY,Cortland County,Northeast,4,9.569,33.72,31.928,24.782,5.7,2.772588722239781
NY,Delaware County,Northeast,6,12.203,38.149,28.345,21.303,5.5,2.8903717578961645
NY,Dutchess County,Northeast,1,9.866,26.588,29.576,33.971,4.2,2.1972245773362196
NY,Erie County,Northeast,1,9.158,28.241,30.402,32.199,4.9,2.6390573296152584
NY,Essex County,Northeast,6,10.446,34.822,30.132,24.6,5.3,2.5649493574615367
NY,Franklin County,Northeast,7,14.641,36.093,30.864,18.401,5.7,2.8903717578961645
NY,Fulton County,Northeast,4,13.3,36.647,33.05,17.003,5.7,2.70805020110221
NY,Genesee County,Northeast,4,9.069,35.88,33.82,21.231,4.6,2.3978952727983707
NY,Greene County,Northeast,6,14.149,36.603,28.974,20.275,5.0,2.772588722239781
NY,Hamilton County,Northeast,8,13.734,30.713,33.93,21.622,6.5,2.302585092994046
NY,Herkimer County,Northeast,2,9.842,35.442,33.186,21.529,5.5,2.772588722239781
NY,Jefferson County,Northeast,3,9.812,34.038,35.396,20.754,6.2,2.70805020110221
NY,Kings County,Northeast,1,20.018,25.8,20.101,34.081,5.3,3.044522437723423
NY,Lewis County,Northeast,6,10.919,44.792,28.778,15.511,6.7,2.772588722239781
NY,Livingston County,Northeast,1,11.042,33.814,30.668,24.476,4.9,2.6390573296152584
NY,Madison County,Northeast,2,9.612,33.773,29.904,26.711,5.3,2.3978952727983707
NY,Monroe County,Northeast,1,9.616,24.478,29.241,36.665,4.7,2.70805020110221
NY,Montgomery County,Northeast,4,15.513,36.901,31.621,15.965,5.7,2.995732273553991
NY,Nassau County,Northeast,1,9.122,23.738,23.597,43.544,3.9,1.791759469228055
NY,New York County,Northeast,1,12.996,12.55,14.019,60.435,4.5,2.833213344056216
NY,Niagara County,Northeast,1,9.124,34.869,32.513,23.494,5.8,2.5649493574615367
NY,Oneida County,Northeast,2,11.878,33.495,30.839,23.787,4.8,2.772588722239781
NY,Onondaga County,Northeast,2,9.467,25.883,30.33,34.32,4.5,2.70805020110221
NY,Ontario County,Northeast,1,7.366,28.385,32.171,32.079,4.3,2.302585092994046
NY,Orange County,Northeast,1,10.585,29.848,30.869,28.697,4.3,2.5649493574615367
NY,Orleans County,Northeast,1,13.676,39.495,30.961,15.868,5.7,2.70805020110221
NY,Oswego County,Northeast,2,13.46,38.925,29.582,18.033,6.5,2.833213344056216
NY,Otsego County,Northeast,7,9.526,33.174,28.797,28.503,4.9,2.70805020110221
NY,Putnam County,Northeast,1,7.314,26.955,26.798,38.933,4.0,1.791759469228055
NY,Queens County,Northeast,1,19.345,27.271,22.789,30.596,4.5,2.5649493574615367
NY,Rensselaer County,Northeast,2,8.667,28.638,33.384,29.311,4.3,2.4849066497880004
NY,Richmond County,Northeast,1,11.119,31.448,26.074,31.36,5.2,2.5649493574615367
NY,Rockland County,Northeast,1,12.744,22.429,24.405,40.423,4.2,2.6390573296152584
NY,St. Lawrence County,Northeast,4,11.868,36.027,29.333,22.772,6.6,2.8903717578961645
NY,Saratoga County,Northeast,2,5.966,25.366,29.018,39.65,3.8,1.791759469228055
NY,Schenectady County,Northeast,2,9.77,29.653,29.995,30.582,4.3,2.3978952727983707
NY,Schoharie County,Northeast,2,11.482,38.005,30.028,20.485,5.4,2.5649493574615367
NY,Schuyler County,Northeast,6,9.987,39.911,29.261,20.841,6.0,2.70805020110221
NY,Seneca County,Northeast,6,14.52,35.576,29.915,19.989,4.8,2.6390573296152584
NY,Steuben County,Northeast,4,10.394,37.264,29.994,22.348,5.8,2.5649493574615367
NY,Suffolk County,Northeast,1,9.993,28.863,26.759,34.385,4.4,2.0794415416798357
NY,Sullivan County,Northeast,4,13.827,33.35,30.468,22.356,4.8,2.833213344056216
NY,Tioga County,Northeast,2,9.754,35.251,29.959,25.036,5.1,2.5649493574615367
NY,Tompkins County,Northeast,3,5.496,19.916,22.986,51.602,4.2,2.9444389791664403
NY,Ulster County,Northeast,3,9.916,30.54,28.573,30.971,4.4,2.6390573296152584
NY,Warren County,Northeast,3,8.836,33.409,29.338,28.417,5.2,2.4849066497880004
NY,Washington County,Northeast,3,11.475,39.577,28.703,20.246,4.7,2.3978952727983707
NY,Wayne County,Northeast,1,10.02,36.097,32.667,21.216,5.0,2.302585092994046
NY,Westchester County,Northeast,1,12.397,19.716,20.583,47.304,4.3,2.302585092994046
NY,Wyoming County,Northeast,6,11.891,41.194,31.918,14.997,5.3,2.302585092994046
NY,Yates County,Northeast,1,14.823,34.088,27.93,23.159,4.4,2.6390573296152584
NC,Alamance County,South,3,15.279,28.159,34.489,22.073,4.7,2.772588722239781
NC,Alexander County,South,2,19.382,39.647,27.649,13.322,4.2,2.70805020110221
NC,Alleghany County,South,9,18.96,32.286,30.142,18.611,5.5,3.044522437723423
NC,Anson County,South,6,19.615,41.089,29.769,9.527,5.8,3.2188758248682006
NC,Ashe County,South,7,16.692,31.486,32.292,19.529,4.8,2.772588722239781
NC,Avery County,South,8,21.035,29.76,29.402,19.802,5.0,2.995732273553991
NC,Beaufort County,South,6,15.357,32.873,33.206,18.564,5.7,2.9444389791664403
NC,Bertie County,South,7,25.204,38.077,25.177,11.542,6.6,3.1780538303479458
NC,Bladen County,South,6,21.557,31.942,31.682,14.818,6.9,3.258096538021482
NC,Brunswick County,South,2,11.977,27.54,33.492,26.992,6.5,2.6390573296152584
NC,Buncombe County,South,2,10.036,24.531,28.859,36.574,3.9,2.6390573296152584
NC,Burke County,South,2,20.396,30.034,32.703,16.867,4.9,2.8903717578961645
NC,Cabarrus County,South,1,11.077,26.257,34.05,28.616,4.6,2.3978952727983707
NC,Caldwell County,South,2,22.445,31.836,31.926,13.793,5.2,2.833213344056216
NC,Camden County,South,8,16.788,23.375,39.479,20.359,5.2,2.1972245773362196
NC,Carteret County,South,4,9.993,26.643,37.425,25.939,5.2,2.4849066497880004
NC,Caswell County,South,8,24.882,33.458,28.468,13.192,5.4,2.995732273553991
NC,Catawba County,South,2,16.612,30.485,31.292,21.611,4.7,2.5649493574615367
NC,Chatham County,South,2,13.119,21.744,26.33,38.807,4.2,2.4849066497880004
NC,Cherokee County,South,9,15.807,33.799,31.158,19.236,5.7,2.8903717578961645
NC,Chowan County,South,6,15.756,34.329,29.792,20.123,6.4,2.9444389791664403
NC,Clay County,South,9,12.02,32.615,34.374,20.991,5.5,2.70805020110221
NC,Cleveland County,South,4,16.456,34.744,32.497,16.303,5.5,3.044522437723423
NC,Columbus County,South,6,19.301,32.726,35.994,11.979,6.4,3.2188758248682006
NC,Craven County,South,3,12.705,26.868,37.964,22.463,5.2,2.70805020110221
NC,Cumberland County,South,2,9.7,25.737,40.449,24.113,6.4,2.9444389791664403
NC,Currituck County,South,1,12.8,29.012,36.324,21.864,5.1,2.302585092994046
NC,Dare County,South,4,7.473,24.594,38.889,29.044,6.8,2.3978952727983707
NC,Davidson County,South,2,17.643,33.488,30.676,18.193,4.8,2.70805020110221
NC,Davie County,South,2,14.536,31.022,30.872,23.57,4.5,2.4849066497880004
NC,Duplin County,South,6,27.951,30.952,30.835,10.262,5.3,3.044522437723423
NC,Durham County,South,2,12.58,17.084,23.408,46.928,4.5,2.772588722239781
NC,Edgecombe County,South,3,22.609,36.384,30.618,10.389,8.7,3.1780538303479458
NC,Forsyth County,South,2,12.115,25.304,28.977,33.604,4.9,2.8903717578961645
NC,Franklin County,South,1,16.816,30.185,32.593,20.406,5.2,2.70805020110221
NC,Gaston County,South,1,16.798,29.99,33.378,19.833,5.3,2.772588722239781
NC,Gates County,South,1,14.663,37.307,33.56,14.469,5.1,2.70805020110221
NC,Graham County,South,9,20.986,35.46,29.564,13.991,8.8,2.995732273553991
NC,Granville County,South,4,18.399,31.294,30.886,19.421,4.3,2.70805020110221
NC,Greene County,South,8,24.911,31.611,34.248,9.23,5.3,3.1780538303479458
NC,Guilford County,South,2,11.605,24.522,29.413,34.46,5.2,2.8903717578961645
NC,Halifax County,South,4,23.21,36.062,27.332,13.396,7.9,3.295836866004329
NC,Harnett County,South,4,14.217,31.278,35.243,19.263,5.8,2.772588722239781
NC,Haywood County,South,2,12.993,28.617,34.623,23.767,4.5,2.772588722239781
NC,Henderson County,South,2,11.3,26.157,32.82,29.722,4.3,2.4849066497880004
NC,Hertford County,South,6,19.677,32.983,32.388,14.952,6.6,3.258096538021482
NC,Hoke County,South,2,15.352,28.675,38.222,17.751,6.6,2.995732273553991
NC,Hyde County,South,9,19.391,40.993,30.868,8.749,9.5,3.091042453358316
NC,Iredell County,South,1,12.136,29.2,32.98,25.684,4.8,2.3978952727983707
NC,Jackson County,South,6,13.203,26.794,30.636,29.367,5.4,3.044522437723423
NC,Johnston County,South,1,15.031,30.216,33.545,21.208,4.7,2.5649493574615367
NC,Jones County,South,3,18.529,29.277,38.159,14.035,5.3,3.091042453358316
NC,Lee County,South,4,19.049,26.003,34.127,20.821,5.9,2.833213344056216
NC,Lenoir County,South,4,19.728,31.493,35.097,13.682,5.9,3.044522437723423
NC,Lincoln County,South,1,16.07,31.438,32.78,19.711,4.7,2.5649493574615367
NC,McDowell County,South,6,17.596,35.167,32.593,14.645,4.8,2.8903717578961645
NC,Macon County,South,7,12.254,30.605,34.327,22.815,5.4,2.772588722239781
NC,Madison County,South,2,17.52,30.583,27.19,24.707,4.9,2.9444389791664403
NC,Martin County,South,6,16.295,36.102,31.821,15.783,6.8,3.1354942159291497
NC,Mecklenburg County,South,1,10.378,18.43,28.094,43.098,4.7,2.4849066497880004
NC,Mitchell County,South,7,18.341,32.624,31.57,17.464,6.1,2.772588722239781
NC,Montgomery County,South,6,23.616,32.078,29.795,14.511,5.2,3.044522437723423
NC,Moore County,South,4,10.427,24.207,31.19,34.176,5.0,2.3978952727983707
NC,Nash County,South,3,15.902,33.721,30.803,19.574,6.6,2.833213344056216
NC,New Hanover County,South,2,7.714,22.185,32.175,37.926,4.7,2.833213344056216
NC,Northampton County,South,9,21.726,38.195,28.801,11.278,7.3,3.091042453358316
NC,Onslow County,South,3,9.018,28.958,42.508,19.516,5.5,2.6390573296152584
NC,Orange County,South,2,7.62,15.033,19.654,57.693,4.2,2.5649493574615367
NC,Pamlico County,South,3,13.324,31.082,36.381,19.213,5.3,2.9444389791664403
NC,Pasquotank County,South,4,14.565,32.04,34.518,18.877,6.3,2.833213344056216
NC,Pender County,South,2,14.48,30.029,32.385,23.106,5.3,2.70805020110221
NC,Perquimans County,South,8,15.09,35.409,32.096,17.405,6.4,2.833213344056216
NC,Person County,South,2,15.298,37.409,32.39,14.903,5.5,2.70805020110221
NC,Pitt County,South,3,11.226,24.866,34.449,29.459,5.6,3.091042453358316
NC,Polk County,South,8,12.214,25.158,30.836,31.791,4.6,2.70805020110221
NC,Randolph County,South,2,20.022,34.536,30.323,15.119,4.9,2.6390573296152584
NC,Richmond County,South,5,19.73,35.034,31.427,13.809,6.9,3.2188758248682006
NC,Robeson County,South,4,23.613,34.447,29.31,12.629,7.9,3.332204510175204
NC,Rockingham County,South,2,18.875,36.148,31.146,13.831,5.6,2.8903717578961645
NC,Rowan County,South,1,16.138,33.178,33.06,17.625,5.6,2.833213344056216
NC,Rutherford County,South,4,19.009,31.865,32.397,16.728,6.7,2.9444389791664403
NC,Sampson County,South,6,24.287,33.488,30.301,11.924,5.5,2.995732273553991
NC,Scotland County,South,6,21.442,34.341,29.53,14.687,9.1,3.332204510175204
NC,Stanly County,South,6,15.258,33.888,34.749,16.105,4.6,2.5649493574615367
NC,Stokes County,South,2,17.824,39.25,28.61,14.317,4.8,2.4849066497880004
NC,Surry County,South,4,22.426,30.819,31.474,15.282,4.8,2.833213344056216
NC,Swain County,South,8,19.735,32.803,32.126,15.335,6.1,2.833213344056216
NC,Transylvania County,South,6,11.788,28.355,30.203,29.655,4.9,2.833213344056216
NC,Tyrrell County,South,9,27.004,39.32,25.433,8.242,8.4,3.295836866004329
NC,Union County,South,1,10.841,24.987,30.542,33.629,4.4,2.1972245773362196
NC,Vance County,South,4,23.673,36.31,28.555,11.461,7.2,3.1780538303479458
NC,Wake County,South,1,7.696,16.176,26.057,50.071,4.3,2.1972245773362196
NC,Warren County,South,8,20.808,35.34,29.217,14.636,7.3,3.258096538021482
NC,Washington County,South,7,20.738,37.681,31.906,9.675,7.4,3.258096538021482
NC,Watauga County,South,5,11.994,20.938,28.153,38.914,4.5,3.1780538303479458
NC,Wayne County,South,3,16.965,29.437,34.934,18.664,5.8,3.044522437723423
NC,Wilkes County,South,6,23.132,32.932,30.176,13.761,4.8,2.833213344056216
NC,Wilson County,South,4,19.778,33.536,28.121,18.564,8.1,3.091042453358316
NC,Yadkin County,South,2,21.864,34.465,31.536,12.136,4.4,2.6390573296152584
NC,Yancey County,South,8,16.582,34.428,28.847,20.143,5.2,2.9444389791664403
ND,Adams County,Midwest,9,4.043,34.007,34.423,27.527,2.5,2.302585092994046
ND,Barnes County,Midwest,6,9.116,32.689,34.518,23.677,3.2,2.3978952727983707
ND,Benson County,Midwest,9,15.022,32.375,37.607,14.996,4.0,3.367295829986474
ND,Billings County,Midwest,9,9.898,32.897,32.314,24.891,3.0,2.1972245773362196
ND,Bottineau County,Midwest,9,9.177,32.087,37.46,21.277,4.6,2.3978952727983707
ND,Bowman County,Midwest,9,10.248,32.596,35.214,21.941,2.2,2.0794415416798357
ND,Burke County,Midwest,9,11.06,28.571,39.5,20.869,4.5,2.1972245773362196
ND,Burleigh County,Midwest,3,6.595,23.704,35.474,34.227,2.6,1.9459101490553132
ND,Cass County,Midwest,3,5.531,20.746,36.358,37.364,2.2,2.3978952727983707
ND,Cavalier County,Midwest,9,9.001,28.349,43.976,18.675,2.6,2.302585092994046
ND,Dickey County,Midwest,9,12.319,27.273,32.455,27.952,1.9,2.3978952727983707
ND,Divide County,Midwest,9,11.791,33.857,31.275,23.077,2.6,2.302585092994046
ND,Dunn County,Midwest,9,8.962,32.465,38.113,20.46,3.1,2.302585092994046
ND,Eddy County,Midwest,9,10.927,30.656,36.267,22.15,4.3,2.302585092994046
ND,Emmons County,Midwest,8,15.164,36.595,32.956,15.285,4.3,2.6390573296152584
ND,Foster County,Midwest,9,11.255,28.577,38.536,21.632,3.0,2.1972245773362196
ND,Golden Valley County,Midwest,9,7.599,24.656,45.432,22.312,2.7,2.302585092994046
ND,Grand Forks County,Midwest,3,6.335,25.12,35.45,33.094,2.3,2.6390573296152584
ND,Grant County,Midwest,8,11.344,37.115,33.48,18.062,3.0,2.772588722239781
ND,Griggs County,Midwest,9,12.356,32.794,34.584,20.266,2.8,2.302585092994046
ND,Hettinger County,Midwest,9,12.096,36.084,38.032,13.788,3.0,2.3978952727983707
ND,Kidder County,Midwest,8,9.035,35.746,35.522,19.697,3.8,2.5649493574615367
ND,LaMoure County,Midwest,9,13.72,30.42,33.333,22.527,2.4,2.4849066497880004
ND,Logan County,Midwest,9,15.591,41.621,28.984,13.805,3.4,2.5649493574615367
ND,McHenry County,Midwest,9,10.022,34.723,34.504,20.751,4.9,2.3978952727983707
ND,McIntosh County,Midwest,9,18.417,31.371,31.936,18.276,3.0,2.4849066497880004
ND,McKenzie County,Midwest,9,7.633,31.118,36.669,24.58,3.7,2.0794415416798357
ND,McLean County,Midwest,8,8.534,35.442,37.751,18.273,3.5,2.1972245773362196
ND,Mercer County,Midwest,7,9.435,29.233,40.671,20.662,4.4,1.9459101490553132
ND,Morton County,Midwest,3,7.941,31.193,35.567,25.299,3.2,2.1972245773362196
ND,Mountrail County,Midwest,9,8.147,29.477,38.732,23.643,3.0,2.302585092994046
ND,Nelson County,Midwest,8,8.348,32.439,39.792,19.42,3.4,2.4849066497880004
ND,Oliver County,Midwest,3,12.09,32.527,37.988,17.395,5.4,2.302585092994046
ND,Pembina County,Midwest,9,11.062,35.171,33.532,20.235,5.0,2.1972245773362196
ND,Pierce County,Midwest,7,11.707,35.374,38.908,14.011,3.9,2.5649493574615367
ND,Ramsey County,Midwest,7,9.097,31.316,37.708,21.88,2.8,2.6390573296152584
ND,Ransom County,Midwest,8,10.047,36.578,36.163,17.212,2.2,2.0794415416798357
ND,Renville County,Midwest,9,7.84,31.01,43.961,17.189,3.8,2.0794415416798357
ND,Richland County,Midwest,6,8.58,29.08,40.475,21.865,2.7,2.302585092994046
ND,Rolette County,Midwest,9,16.044,22.306,39.163,22.488,10.8,3.295836866004329
ND,Sargent County,Midwest,9,8.273,31.295,41.475,18.957,1.9,2.0794415416798357
ND,Sheridan County,Midwest,9,13.143,36.489,34.926,15.441,5.5,2.833213344056216
ND,Sioux County,Midwest,3,14.267,32.177,36.947,16.609,4.4,3.5553480614894135
ND,Slope County,Midwest,9,11.417,27.756,31.496,29.331,2.5,2.3978952727983707
ND,Stark County,Midwest,7,9.354,30.769,35.182,24.695,3.9,2.0794415416798357
ND,Steele County,Midwest,8,5.927,29.841,41.075,23.156,2.1,2.0794415416798357
ND,Stutsman County,Midwest,7,10.1,34.427,30.939,24.533,2.5,2.3978952727983707
ND,Towner County,Midwest,9,7.73,33.252,40.429,18.589,2.2,2.3978952727983707
ND,Traill County,Midwest,8,7.781,26.236,38.814,27.17,2.8,2.0794415416798357
ND,Walsh County,Midwest,6,13.115,36.651,33.515,16.719,3.7,2.3978952727983707
ND,Ward County,Midwest,5,6.68,29.887,37.056,26.378,4.1,2.1972245773362196
ND,Wells County,Midwest,9,15.206,33.025,30.507,21.262,3.9,2.3978952727983707
ND,Williams County,Midwest,7,7.675,28.423,41.393,22.509,4.3,1.9459101490553132
OH,Adams County,Midwest,6,21.768,45.677,21.669,10.887,7.5,2.995732273553991
OH,Allen County,Midwest,3,10.717,38.856,33.04,17.387,5.0,2.772588722239781
OH,Ashland County,Midwest,4,12.568,43.113,24.681,19.638,5.1,2.4849066497880004
OH,Ashtabula County,Midwest,4,14.567,44.339,27.975,13.119,6.1,2.8903717578961645
OH,Athens County,Midwest,4,10.343,32.853,27.678,29.126,6.4,3.367295829986474
OH,Auglaize County,Midwest,4,7.163,44.639,30.426,17.772,3.7,2.1972245773362196
OH,Belmont County,Midwest,3,10.147,42.35,31.095,16.408,7.4,2.772588722239781
