state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
MS,Simpson County,South,2,19.59,37.913,29.747,12.75,5.4,3.1354942159291497
MS,Smith County,South,8,18.673,42.986,26.394,11.947,5.3,2.9444389791664403
MS,Stone County,South,6,17.19,35.941,32.861,14.009,6.7,2.995732273553991
MS,Sunflower County,South,7,27.453,29.654,28.752,14.141,9.3,3.5553480614894135
MS,Tallahatchie County,South,7,32.744,33.198,25.143,8.914,6.8,3.6109179126442243
MS,Tate County,South,1,20.159,28.401,35.27,16.17,5.8,2.833213344056216
MS,Tippah County,South,6,22.835,33.98,29.536,13.65,5.6,3.2188758248682006
MS,Tishomingo County,South,8,21.473,40.0,27.656,10.872,5.5,2.8903717578961645
MS,Tunica County,South,1,21.917,30.722,28.385,18.976,7.1,3.4339872044851463
MS,Union County,South,6,23.647,31.736,29.097,15.52,4.4,2.5649493574615367
MS,Walthall County,South,9,22.705,43.253,24.303,9.739,7.7,3.1780538303479458
MS,Warren County,South,4,13.348,32.117,30.906,23.629,6.3,3.1780538303479458
MS,Washington County,South,5,23.09,30.274,28.115,18.521,9.0,3.5263605246161616
MS,Wayne County,South,7,24.437,37.623,26.385,11.555,7.3,3.2188758248682006
MS,Webster County,South,9,14.797,35.511,31.18,18.511,6.3,3.044522437723423
MS,Wilkinson County,South,8,30.6,39.191,17.166,13.043,10.2,3.5553480614894135
MS,Winston County,South,7,21.969,33.362,27.41,17.259,7.1,3.1354942159291497
MS,Yalobusha County,South,7,21.639,36.969,27.78,13.612,6.3,3.1354942159291497
MS,Yazoo County,South,2,23.375,38.463,25.308,12.853,7.4,3.5553480614894135
MO,Adair County,Midwest,7,10.146,34.909,24.455,30.49,5.7,3.1780538303479458
MO,Andrew County,Midwest,3,9.396,38.401,28.222,23.982,3.7,2.302585092994046
MO,Atchison County,Midwest,9,9.962,41.191,26.515,22.332,4.6,2.5649493574615367
MO,Audrain County,Midwest,6,15.494,46.407,25.505,12.594,4.3,2.833213344056216
MO,Barry County,Midwest,6,17.956,42.207,27.025,12.812,4.5,3.044522437723423
MO,Barton County,Midwest,6,13.564,42.225,29.029,15.183,5.2,2.772588722239781
MO,Bates County,Midwest,1,14.678,44.432,27.113,13.777,5.4,2.6390573296152584
MO,Benton County,Midwest,7,14.809,44.426,30.171,10.594,6.1,2.8903717578961645
MO,Bollinger County,Midwest,3,21.212,46.032,23.307,9.448,5.2,2.833213344056216
MO,Boone County,Midwest,3,6.334,20.412,26.504,46.75,3.3,2.833213344056216
MO,Buchanan County,Midwest,3,12.829,36.43,30.26,20.481,4.1,2.8903717578961645
MO,Butler County,Midwest,5,16.812,36.716,30.869,15.604,5.7,3.091042453358316
MO,Caldwell County,Midwest,1,10.027,43.95,28.17,17.853,4.7,2.5649493574615367
MO,Callaway County,Midwest,3,14.332,37.386,27.821,20.461,4.1,2.4849066497880004
MO,Camden County,Midwest,7,11.782,36.25,30.648,21.32,5.8,2.833213344056216
MO,Cape Girardeau County,Midwest,3,9.842,31.839,28.463,29.856,4.3,2.70805020110221
MO,Carroll County,Midwest,6,14.085,45.567,23.031,17.318,5.4,2.833213344056216
MO,Carter County,Midwest,9,20.132,33.106,34.613,12.15,7.1,3.044522437723423
MO,Cass County,Midwest,1,7.525,34.532,32.66,25.284,4.2,2.1972245773362196
MO,Cedar County,Midwest,6,15.565,40.697,28.886,14.852,5.0,2.995732273553991
MO,Chariton County,Midwest,9,12.328,49.331,22.573,15.768,4.4,2.5649493574615367
MO,Christian County,Midwest,2,8.866,31.168,33.495,26.471,3.9,2.3978952727983707
MO,Clark County,Midwest,9,13.524,43.374,30.79,12.312,7.4,2.772588722239781
MO,Clay County,Midwest,1,7.335,28.989,31.8,31.876,3.9,2.0794415416798357
MO,Clinton County,Midwest,1,7.504,38.381,35.522,18.593,4.2,2.302585092994046
MO,Cole County,Midwest,3,8.689,31.422,28.149,31.74,3.6,2.3978952727983707
MO,Cooper County,Midwest,6,11.014,40.133,28.362,20.49,4.9,2.70805020110221
MO,Crawford County,Midwest,6,21.721,39.922,25.846,12.511,5.3,2.9444389791664403
MO,Dade County,Midwest,8,13.519,43.433,28.119,14.929,4.5,2.8903717578961645
MO,Dallas County,Midwest,2,18.56,42.049,26.234,13.157,5.5,2.9444389791664403
MO,Daviess County,Midwest,8,15.905,42.102,25.17,16.823,3.9,2.833213344056216
MO,DeKalb County,Midwest,3,14.055,47.578,24.786,13.58,4.3,2.772588722239781
MO,Dent County,Midwest,7,21.056,39.481,26.892,12.571,5.4,2.995732273553991
MO,Douglas County,Midwest,6,19.911,43.61,27.052,9.428,6.1,2.995732273553991
MO,Dunklin County,Midwest,7,26.085,37.766,24.702,11.447,8.2,3.295836866004329
MO,Franklin County,Midwest,1,12.843,33.663,33.769,19.725,4.4,2.3978952727983707
MO,Gasconade County,Midwest,6,13.958,42.298,27.344,16.401,4.3,2.4849066497880004
MO,Gentry County,Midwest,8,10.719,43.508,26.34,19.434,3.7,2.70805020110221
MO,Greene County,Midwest,2,8.819,28.41,32.889,29.882,3.8,2.833213344056216
MO,Grundy County,Midwest,7,12.911,39.651,28.763,18.675,4.6,2.833213344056216
MO,Harrison County,Midwest,7,14.724,48.254,23.107,13.915,4.2,2.8903717578961645
MO,Henry County,Midwest,6,13.0,42.189,29.343,15.469,5.0,3.044522437723423
MO,Hickory County,Midwest,8,18.233,42.556,29.398,9.813,5.6,2.9444389791664403
MO,Holt County,Midwest,8,9.626,43.857,26.428,20.09,3.2,2.6390573296152584
MO,Howard County,Midwest,6,11.727,38.044,24.916,25.312,4.4,2.772588722239781
MO,Howell County,Midwest,7,15.264,39.3,31.061,14.375,6.3,3.044522437723423
MO,Iron County,Midwest,7,19.176,40.749,28.695,11.379,7.2,3.091042453358316
MO,Jackson County,Midwest,1,10.174,29.356,31.044,29.427,5.1,2.772588722239781
MO,Jasper County,Midwest,3,12.968,35.769,29.207,22.056,4.2,2.8903717578961645
MO,Jefferson County,Midwest,1,12.543,33.051,35.974,18.431,4.3,2.302585092994046
MO,Johnson County,Midwest,4,8.597,31.585,32.027,27.791,4.9,2.6390573296152584
MO,Knox County,Midwest,9,13.817,43.736,26.934,15.512,3.6,2.9444389791664403
MO,Laclede County,Midwest,6,18.221,38.867,29.24,13.673,5.5,2.772588722239781
MO,Lafayette County,Midwest,1,11.082,42.724,27.871,18.322,4.3,2.5649493574615367
MO,Lawrence County,Midwest,6,15.922,38.707,29.163,16.208,4.4,2.70805020110221
MO,Lewis County,Midwest,9,12.152,47.049,26.861,13.938,4.5,2.833213344056216
MO,Lincoln County,Midwest,1,12.773,42.427,29.586,15.213,4.5,2.3978952727983707
MO,Linn County,Midwest,7,11.845,48.776,24.802,14.576,6.7,2.772588722239781
MO,Livingston County,Midwest,6,13.967,41.331,24.93,19.772,3.9,2.8903717578961645
MO,McDonald County,Midwest,2,21.785,35.483,29.433,13.3,4.3,3.044522437723423
MO,Macon County,Midwest,7,12.554,44.41,27.216,15.82,4.8,2.772588722239781
MO,Madison County,Midwest,6,20.009,36.602,31.122,12.267,5.5,2.8903717578961645
MO,Maries County,Midwest,8,17.402,41.919,26.716,13.963,5.0,2.70805020110221
MO,Marion County,Midwest,5,12.922,38.368,28.238,20.472,4.3,2.70805020110221
MO,Mercer County,Midwest,9,11.173,47.674,24.294,16.859,4.6,2.6390573296152584
MO,Miller County,Midwest,6,15.148,42.979,26.207,15.666,5.2,2.772588722239781
MO,Mississippi County,Midwest,6,27.167,39.118,22.301,11.414,6.7,3.332204510175204
MO,Moniteau County,Midwest,3,16.449,43.651,21.618,18.282,4.3,2.4849066497880004
MO,Monroe County,Midwest,9,10.297,48.022,27.656,14.024,4.8,2.70805020110221
MO,Montgomery County,Midwest,6,16.209,42.89,27.392,13.509,4.6,2.772588722239781
MO,Morgan County,Midwest,8,22.198,40.904,25.156,11.741,5.9,2.995732273553991
MO,New Madrid County,Midwest,7,24.08,41.206,23.61,11.104,9.3,3.2188758248682006
MO,Newton County,Midwest,3,14.362,34.315,32.886,18.437,4.4,2.6390573296152584
MO,Nodaway County,Midwest,6,7.425,41.246,26.357,24.972,4.7,2.833213344056216
MO,Oregon County,Midwest,9,16.44,41.832,29.168,12.56,6.0,3.2188758248682006
MO,Osage County,Midwest,3,9.66,45.003,26.256,19.082,3.4,2.1972245773362196
MO,Ozark County,Midwest,9,16.209,46.506,25.813,11.471,7.3,3.2188758248682006
MO,Pemiscot County,Midwest,7,25.195,38.026,25.116,11.662,8.9,3.4339872044851463
MO,Perry County,Midwest,6,12.504,46.125,25.262,16.108,3.6,2.302585092994046
MO,Pettis County,Midwest,4,16.9,32.416,33.453,17.23,4.9,2.70805020110221
MO,Phelps County,Midwest,5,13.049,33.153,25.947,27.851,4.8,2.995732273553991
MO,Pike County,Midwest,6,19.644,44.838,22.207,13.31,4.5,2.8903717578961645
MO,Platte County,Midwest,1,4.698,22.173,32.401,40.728,3.6,1.791759469228055
MO,Polk County,Midwest,2,13.456,37.278,29.653,19.612,4.9,2.833213344056216
MO,Pulaski County,Midwest,5,10.139,31.008,34.976,23.877,5.4,2.6390573296152584
MO,Putnam County,Midwest,9,11.538,40.152,29.866,18.444,4.6,2.8903717578961645
MO,Ralls County,Midwest,9,12.059,49.422,25.812,12.706,4.0,2.3978952727983707
MO,Randolph County,Midwest,6,13.555,37.054,34.997,14.394,5.3,2.772588722239781
MO,Ray County,Midwest,1,11.962,46.249,27.919,13.87,4.9,2.3978952727983707
MO,Reynolds County,Midwest,9,23.962,42.129,24.784,9.125,6.5,3.091042453358316
MO,Ripley County,Midwest,9,21.772,40.083,26.839,11.306,7.1,3.332204510175204
MO,St. Charles County,Midwest,1,5.704,25.553,32.597,36.146,3.5,1.6094379124341003
MO,St. Clair County,Midwest,8,18.862,43.641,26.048,11.449,6.3,3.044522437723423
MO,Ste. Genevieve County,Midwest,6,12.536,42.882,30.636,13.945,4.7,2.4849066497880004
MO,St. Francois County,Midwest,4,17.826,36.059,32.352,13.763,5.5,2.772588722239781
MO,St. Louis County,Midwest,1,7.05,21.541,29.027,42.382,4.2,2.1972245773362196
MO,Saline County,Midwest,6,15.41,39.023,26.72,18.847,4.7,2.772588722239781
MO,Schuyler County,Midwest,9,13.34,41.71,32.403,12.547,6.4,2.995732273553991
MO,Scotland County,Midwest,9,17.206,42.038,26.754,14.002,4.1,2.772588722239781
MO,Scott County,Midwest,4,16.959,42.185,26.959,13.898,5.7,2.8903717578961645
MO,Shannon County,Midwest,9,18.297,41.311,25.356,15.036,7.4,3.258096538021482
MO,Shelby County,Midwest,9,9.361,47.041,29.616,13.983,4.2,2.833213344056216
MO,Stoddard County,Midwest,6,19.558,39.453,27.417,13.572,6.4,2.9444389791664403
MO,Stone County,Midwest,6,13.291,38.857,30.993,16.858,7.0,2.5649493574615367
MO,Sullivan County,Midwest,9,16.179,48.47,23.762,11.589,5.8,2.833213344056216
MO,Taney County,Midwest,4,11.756,34.599,35.198,18.447,7.4,2.833213344056216
MO,Texas County,Midwest,9,17.905,43.401,25.203,13.491,6.3,3.4011973816621555
MO,Vernon County,Midwest,7,12.621,41.039,30.106,16.234,4.9,2.8903717578961645
MO,Warren County,Midwest,1,14.246,35.892,31.653,18.209,4.2,2.4849066497880004
MO,Washington County,Midwest,6,23.032,41.206,27.809,7.954,6.3,3.091042453358316
MO,Wayne County,Midwest,9,24.725,37.025,26.397,11.853,5.3,3.258096538021482
MO,Webster County,Midwest,2,13.967,38.509,31.33,16.195,4.9,2.833213344056216
MO,Worth County,Midwest,9,10.867,44.067,27.733,17.333,3.0,2.6390573296152584
MO,Wright County,Midwest,6,20.659,43.057,25.089,11.195,5.9,3.1780538303479458
MO,St. Louis city,Midwest,1,15.466,22.871,28.655,33.007,5.5,3.1780538303479458
MT,Beaverhead County,West,7,6.339,32.107,30.69,30.865,3.3,2.6390573296152584
MT,Big Horn County,West,6,13.706,33.966,36.593,15.736,7.3,3.258096538021482
MT,Blaine County,West,9,10.6,29.161,40.657,19.582,4.6,3.1780538303479458
MT,Broadwater County,West,9,6.393,37.635,28.671,27.301,4.9,2.3978952727983707
MT,Carbon County,West,3,6.143,29.62,35.076,29.162,3.9,2.302585092994046
MT,Carter County,West,9,7.992,35.962,38.906,17.14,2.7,2.6390573296152584
MT,Cascade County,West,3,8.345,31.374,34.341,25.94,4.0,2.6390573296152584
MT,Chouteau County,West,8,6.965,32.845,35.441,24.749,3.7,2.772588722239781
MT,Custer County,West,7,8.597,30.492,41.06,19.851,3.5,2.3978952727983707
MT,Daniels County,West,9,5.171,33.08,38.023,23.726,2.6,2.302585092994046
MT,Dawson County,West,7,7.488,35.829,37.778,18.904,3.8,2.3978952727983707
MT,Deer Lodge County,West,7,10.536,38.317,35.248,15.899,3.8,2.9444389791664403
MT,Fallon County,West,9,3.842,39.838,41.557,14.762,3.6,2.1972245773362196
MT,Fergus County,West,7,6.883,33.127,31.388,28.602,3.9,2.70805020110221
MT,Flathead County,West,5,5.474,29.269,36.332,28.925,5.6,2.4849066497880004
MT,Gallatin County,West,5,3.216,19.5,29.265,48.019,2.8,2.3978952727983707
MT,Garfield County,West,9,6.332,45.119,33.905,14.644,2.9,2.6390573296152584
MT,Glacier County,West,7,10.186,38.831,32.724,18.258,8.6,3.332204510175204
MT,Golden Valley County,West,3,6.632,44.328,25.48,23.56,4.5,2.8903717578961645
MT,Granite County,West,8,10.52,35.858,28.612,25.01,5.9,2.5649493574615367
MT,Hill County,West,7,9.502,28.623,38.387,23.488,4.3,2.995732273553991
MT,Jefferson County,West,9,5.073,27.628,34.23,33.069,4.6,2.1972245773362196
MT,Judith Basin County,West,8,5.148,35.006,28.507,31.338,3.4,2.5649493574615367
MT,Lake County,West,6,9.356,29.741,35.958,24.945,4.7,2.9444389791664403
MT,Lewis and Clark County,West,5,5.109,24.498,32.904,37.488,3.3,2.302585092994046
MT,Liberty County,West,9,20.841,24.558,36.197,18.403,3.1,2.995732273553991
MT,Lincoln County,West,7,11.891,34.688,34.462,18.959,9.0,2.9444389791664403
MT,McCone County,West,9,6.924,44.042,32.609,16.425,1.9,2.772588722239781
MT,Madison County,West,9,5.489,34.084,33.873,26.554,3.8,2.3978952727983707
MT,Meagher County,West,9,7.516,41.893,29.367,21.225,4.0,2.8903717578961645
MT,Mineral County,West,8,12.632,42.642,32.062,12.664,7.6,2.8903717578961645
MT,Missoula County,West,3,4.951,22.086,31.147,41.816,3.7,2.70805020110221
MT,Musselshell County,West,8,9.786,42.807,32.816,14.591,5.1,2.833213344056216
MT,Park County,West,7,4.613,32.9,27.281,35.206,4.3,2.4849066497880004
MT,Petroleum County,West,9,2.241,52.381,24.09,21.289,4.7,2.70805020110221
MT,Phillips County,West,9,8.746,40.417,33.447,17.39,5.3,2.772588722239781
MT,Pondera County,West,7,10.801,35.742,30.782,22.675,4.2,2.8903717578961645
MT,Powder River County,West,9,5.055,30.806,38.784,25.355,2.3,2.3978952727983707
MT,Powell County,West,6,11.434,36.57,33.964,18.032,5.0,2.8903717578961645
MT,Prairie County,West,9,6.917,41.7,32.213,19.17,3.2,2.4849066497880004
MT,Ravalli County,West,6,8.912,32.011,33.324,25.752,4.8,2.6390573296152584
MT,Richland County,West,7,7.841,38.477,35.269,18.413,5.0,2.0794415416798357
MT,Roosevelt County,West,7,15.14,38.801,31.903,14.156,5.3,3.1780538303479458
MT,Rosebud County,West,9,11.685,32.309,36.193,19.814,5.5,2.833213344056216
MT,Sanders County,West,8,11.91,43.522,28.193,16.376,7.7,2.8903717578961645
MT,Sheridan County,West,9,8.743,30.961,40.235,20.061,3.3,2.3978952727983707
MT,Silver Bow County,West,5,9.229,33.619,31.217,25.934,4.3,2.772588722239781
MT,Stillwater County,West,8,4.967,35.795,33.793,25.445,4.0,2.0794415416798357
MT,Sweet Grass County,West,9,5.984,36.824,32.489,24.703,3.1,2.302585092994046
MT,Teton County,West,8,7.112,34.01,36.611,22.267,3.6,2.6390573296152584
MT,Toole County,West,7,15.899,34.978,34.43,14.693,3.5,2.833213344056216
MT,Treasure County,West,8,7.833,35.0,37.333,19.833,4.2,2.302585092994046
MT,Valley County,West,7,6.548,35.553,36.398,21.501,3.4,2.5649493574615367
MT,Wheatland County,West,9,24.053,33.1,23.773,19.074,5.0,2.9444389791664403
MT,Wibaux County,West,9,12.11,37.53,30.216,20.144,3.9,2.3978952727983707
MT,Yellowstone County,West,3,6.942,31.117,32.712,29.229,3.6,2.1972245773362196
NE,Adams County,Midwest,4,9.088,31.76,36.589,22.563,3.1,2.5649493574615367
NE,Antelope County,Midwest,9,9.038,33.437,38.958,18.566,2.6,2.3978952727983707
NE,Arthur County,Midwest,9,5.0,27.5,40.714,26.786,5.7,2.4849066497880004
NE,Banner County,Midwest,9,4.042,31.81,47.1,17.047,3.4,2.5649493574615367
NE,Blaine County,Midwest,9,1.279,35.806,37.852,25.064,4.5,2.772588722239781
NE,Boone County,Midwest,9,6.451,38.435,37.463,17.652,2.6,2.302585092994046
NE,Box Butte County,Midwest,7,8.462,32.824,42.999,15.715,3.6,2.4849066497880004
NE,Boyd County,Midwest,9,5.191,40.505,34.699,19.604,3.0,2.70805020110221
NE,Brown County,Midwest,9,7.517,39.773,34.003,18.706,3.7,2.6390573296152584
NE,Buffalo County,Midwest,4,6.374,25.117,35.035,33.474,2.5,2.3978952727983707
NE,Burt County,Midwest,8,10.059,37.946,34.168,17.827,3.7,2.3978952727983707
NE,Butler County,Midwest,6,8.918,38.76,34.876,17.447,3.2,2.1972245773362196
NE,Cass County,Midwest,2,5.289,32.9,36.876,24.935,3.4,2.0794415416798357
NE,Cedar County,Midwest,9,7.225,37.742,37.436,17.596,2.6,2.1972245773362196
NE,Chase County,Midwest,9,11.087,29.435,40.987,18.491,2.1,2.1972245773362196
NE,Cherry County,Midwest,7,8.751,32.913,39.263,19.073,2.3,2.4849066497880004
NE,Cheyenne County,Midwest,7,6.296,26.438,42.827,24.44,2.8,2.1972245773362196
NE,Clay County,Midwest,8,10.362,35.033,35.957,18.648,3.1,2.3978952727983707
NE,Colfax County,Midwest,7,28.54,31.45,26.095,13.914,2.8,2.302585092994046
NE,Cuming County,Midwest,7,12.289,38.162,29.598,19.951,2.9,2.1972245773362196
NE,Custer County,Midwest,7,7.674,32.584,38.303,21.439,2.3,2.4849066497880004
NE,Dakota County,Midwest,3,25.74,35.85,25.425,12.985,4.2,2.4849066497880004
NE,Dawes County,Midwest,7,5.614,26.92,32.791,34.674,3.0,2.833213344056216
NE,Dawson County,Midwest,7,24.058,31.535,29.189,15.217,3.0,2.5649493574615367
NE,Deuel County,Midwest,9,9.091,32.528,40.554,17.827,2.6,2.4849066497880004
NE,Dixon County,Midwest,3,11.536,36.856,32.644,18.964,3.3,2.1972245773362196
NE,Dodge County,Midwest,4,12.381,35.759,32.948,18.913,3.1,2.4849066497880004
NE,Douglas County,Midwest,2,10.573,21.719,30.102,37.606,3.3,2.4849066497880004
NE,Dundy County,Midwest,9,9.804,32.428,38.235,19.532,2.2,2.4849066497880004
NE,Fillmore County,Midwest,8,8.274,38.247,33.976,19.502,2.8,2.302585092994046
NE,Franklin County,Midwest,9,8.787,37.39,35.062,18.761,3.0,2.5649493574615367
NE,Frontier County,Midwest,9,4.585,33.639,43.037,18.739,2.9,2.5649493574615367
NE,Furnas County,Midwest,9,11.754,32.749,38.743,16.754,2.8,2.6390573296152584
NE,Gage County,Midwest,6,10.66,35.268,33.951,20.121,3.3,2.3978952727983707
NE,Garden County,Midwest,9,5.63,30.429,42.024,21.917,3.3,2.772588722239781
NE,Garfield County,Midwest,9,5.741,36.924,38.838,18.498,2.5,2.5649493574615367
NE,Gosper County,Midwest,9,6.897,34.626,37.572,20.905,2.6,2.302585092994046
NE,Grant County,Midwest,9,2.609,40.435,35.0,21.957,2.2,2.302585092994046
NE,Greeley County,Midwest,8,6.804,38.886,37.713,16.598,3.1,2.6390573296152584
NE,Hall County,Midwest,3,16.806,30.899,33.318,18.977,3.7,2.5649493574615367
NE,Hamilton County,Midwest,3,6.467,31.914,36.349,25.27,2.8,2.0794415416798357
NE,Harlan County,Midwest,9,8.576,36.099,38.851,16.474,2.5,2.4849066497880004
NE,Hayes County,Midwest,9,9.235,27.177,43.008,20.58,2.4,2.833213344056216
NE,Hitchcock County,Midwest,9,8.229,37.344,39.702,14.726,3.6,2.5649493574615367
NE,Holt County,Midwest,7,7.782,35.456,35.594,21.168,2.5,2.3978952727983707
NE,Hooker County,Midwest,9,5.915,34.011,36.414,23.66,3.6,2.0794415416798357
NE,Howard County,Midwest,3,7.584,40.094,32.017,20.305,3.3,2.3978952727983707
NE,Jefferson County,Midwest,7,10.69,39.083,35.368,14.86,2.4,2.3978952727983707
NE,Johnson County,Midwest,8,11.587,41.022,31.362,16.029,3.2,2.5649493574615367
NE,Kearney County,Midwest,7,6.625,34.522,34.988,23.864,2.4,2.1972245773362196
NE,Keith County,Midwest,7,8.222,34.358,35.776,21.644,2.9,2.5649493574615367
NE,Keya Paha County,Midwest,9,6.74,38.069,36.43,18.761,2.1,2.772588722239781
NE,Kimball County,Midwest,8,11.564,34.843,37.987,15.606,4.1,2.5649493574615367
NE,Knox County,Midwest,9,8.409,36.018,35.393,20.179,3.1,2.5649493574615367
NE,Lancaster County,Midwest,2,6.636,22.275,33.786,37.302,2.8,2.4849066497880004
NE,Lincoln County,Midwest,5,8.086,30.021,40.212,21.681,3.1,2.1972245773362196
NE,Logan County,Midwest,9,9.472,28.78,40.984,20.765,2.9,2.302585092994046
NE,Loup County,Midwest,9,2.736,37.562,37.811,21.891,3.5,2.772588722239781
NE,McPherson County,Midwest,9,6.522,27.329,41.615,24.534,2.4,2.4849066497880004
NE,Madison County,Midwest,5,11.679,29.928,38.739,19.655,2.8,2.6390573296152584
NE,Merrick County,Midwest,3,7.52,34.731,41.791,15.959,3.6,2.302585092994046
NE,Morrill County,Midwest,9,13.267,31.776,35.969,18.988,3.2,2.833213344056216
NE,Nance County,Midwest,8,9.259,37.426,35.975,17.34,2.8,2.5649493574615367
NE,Nemaha County,Midwest,7,5.623,32.762,32.805,28.81,3.6,2.5649493574615367
NE,Nuckolls County,Midwest,9,6.665,43.617,33.104,16.615,2.9,2.5649493574615367
NE,Otoe County,Midwest,6,8.851,37.811,32.611,20.727,3.4,2.302585092994046
NE,Pawnee County,Midwest,9,9.292,43.789,30.749,16.17,2.2,2.70805020110221
NE,Perkins County,Midwest,9,10.858,31.023,34.998,23.122,2.1,2.3978952727983707
NE,Phelps County,Midwest,7,6.872,32.693,37.153,23.282,2.5,2.1972245773362196
NE,Pierce County,Midwest,9,5.228,35.035,38.356,21.382,2.6,2.302585092994046
NE,Platte County,Midwest,5,10.976,31.228,36.402,21.394,3.5,2.1972245773362196
NE,Polk County,Midwest,9,5.882,32.093,40.52,21.505,2.6,2.0794415416798357
NE,Red Willow County,Midwest,7,6.494,35.347,39.951,18.208,2.8,2.3978952727983707
NE,Richardson County,Midwest,7,8.987,38.257,33.654,19.103,3.2,2.4849066497880004
NE,Rock County,Midwest,9,7.545,43.553,31.423,17.479,2.6,2.6390573296152584
NE,Saline County,Midwest,6,16.393,34.017,35.019,14.571,3.1,2.4849066497880004
NE,Sarpy County,Midwest,2,4.633,21.864,35.119,38.384,2.9,1.791759469228055
NE,Saunders County,Midwest,2,6.924,31.548,35.415,26.113,3.1,1.9459101490553132
NE,Scotts Bluff County,Midwest,5,12.998,29.465,36.156,21.381,3.5,2.772588722239781
NE,Seward County,Midwest,2,7.215,29.438,36.165,27.183,2.9,2.0794415416798357
NE,Sheridan County,Midwest,9,10.193,30.794,33.959,25.054,2.9,2.772588722239781
NE,Sherman County,Midwest,8,7.483,42.539,34.12,15.857,3.2,2.4849066497880004
NE,Sioux County,Midwest,9,6.013,32.851,32.071,29.065,2.7,2.772588722239781
NE,Stanton County,Midwest,9,8.079,33.632,39.1,19.19,2.6,2.0794415416798357
NE,Thayer County,Midwest,9,8.151,36.237,36.024,19.588,2.4,2.3978952727983707
NE,Thomas County,Midwest,9,6.638,29.122,40.471,23.769,3.3,2.6390573296152584
NE,Thurston County,Midwest,8,13.398,33.272,37.457,15.873,4.9,3.2188758248682006
NE,Valley County,Midwest,9,7.339,41.19,30.843,20.628,2.8,2.4849066497880004
NE,Washington County,Midwest,2,4.287,30.348,34.782,30.582,3.2,1.9459101490553132
NE,Wayne County,Midwest,6,5.063,22.402,36.201,36.334,2.7,2.4849066497880004
NE,Webster County,Midwest,9,8.121,36.311,34.803,20.766,3.2,2.5649493574615367
NE,Wheeler County,Midwest,9,5.032,40.747,37.662,16.558,2.1,2.3978952727983707
NE,York County,Midwest,6,5.744,29.905,36.001,28.349,2.7,2.3978952727983707
NV,Churchill County,West,6,10.608,33.293,39.514,16.585,5.4,2.6390573296152584
NV,Clark County,West,1,15.108,28.877,33.191,22.824,5.9,2.70805020110221
NV,Douglas County,West,4,6.992,23.815,42.871,26.322,5.6,2.302585092994046
NV,Elko County,West,5,16.622,27.656,37.603,18.119,4.5,2.302585092994046
NV,Esmeralda County,West,9,10.828,42.548,29.809,16.815,4.6,2.70805020110221
NV,Eureka County,West,9,8.415,41.547,33.434,16.603,4.6,2.302585092994046
NV,Humboldt County,West,7,17.632,34.309,34.105,13.953,5.3,2.4849066497880004
NV,Lander County,West,7,17.089,36.257,32.551,14.103,6.2,2.4849066497880004
NV,Lincoln County,West,8,11.372,33.069,32.815,22.744,5.2,2.6390573296152584
NV,Lyon County,West,4,15.033,32.194,38.284,14.489,7.4,2.4849066497880004
NV,Mineral County,West,7,13.45,33.314,41.449,11.787,6.5,2.8903717578961645
NV,Nye County,West,4,15.273,36.517,36.087,12.124,7.3,2.772588722239781
NV,Pershing County,West,9,21.763,35.069,32.156,11.011,5.8,2.8903717578961645
NV,Storey County,West,2,6.03,28.349,42.493,23.127,6.3,2.0794415416798357
NV,Washoe County,West,2,13.007,23.83,34.182,28.982,5.0,2.5649493574615367
NV,White Pine County,West,7,16.179,36.319,33.463,14.04,4.6,2.70805020110221
NV,Carson City,West,3,12.74,28.48,37.805,20.976,6.1,2.5649493574615367
NH,Belknap County,Northeast,4,8.347,30.077,31.111,30.465,2.8,2.302585092994046
NH,Carroll County,Northeast,6,6.684,30.21,29.542,33.563,3.0,2.3978952727983707
NH,Cheshire County,Northeast,4,7.324,33.296,27.941,31.439,2.7,2.1972245773362196
NH,Coos County,Northeast,7,12.132,39.182,30.929,17.757,3.8,2.6390573296152584
NH,Grafton County,Northeast,5,7.837,28.26,25.044,38.86,2.4,2.302585092994046
NH,Hillsborough County,Northeast,2,8.445,27.128,28.176,36.25,3.0,2.0794415416798357
NH,Merrimack County,Northeast,4,6.937,27.924,30.193,34.945,2.6,1.9459101490553132
NH,Rockingham County,Northeast,1,5.217,26.205,28.974,39.603,3.0,1.3862943611198906
NH,Strafford County,Northeast,1,7.746,27.745,29.695,34.814,2.6,2.0794415416798357
NH,Sullivan County,Northeast,7,9.561,35.903,27.745,26.791,2.3,2.302585092994046
NJ,Atlantic County,Northeast,2,14.308,33.144,26.66,25.888,7.4,2.6390573296152584
NJ,Bergen County,Northeast,1,7.99,23.974,20.469,47.568,4.2,1.9459101490553132
NJ,Burlington County,Northeast,1,7.111,29.144,27.381,36.363,4.5,1.791759469228055
NJ,Camden County,Northeast,1,11.746,31.119,26.491,30.644,5.5,2.4849066497880004
NJ,Cape May County,Northeast,3,9.928,33.843,25.727,30.503,9.8,2.4849066497880004
NJ,Cumberland County,Northeast,3,22.665,39.35,23.714,14.271,7.5,2.8903717578961645
NJ,Essex County,Northeast,1,15.309,28.505,22.857,33.329,6.0,2.772588722239781
NJ,Gloucester County,Northeast,1,8.011,34.346,27.706,29.938,5.1,2.0794415416798357
